type	location	rank	damage	position	fatal	stunned	amputated	crippled	sleeping	dazed	limb_favored	roundtime	silenced	slowed	wound_rank	secondary_location	secondary_wound_rank	pattern
ucs_jab	right_leg	8	10	prone	0	3	0	0	0	0	0	0	0	0	2			^Hard jab to upper right leg fractures the tibia.
ucs_jab	right_leg	9	13	prone	0	4	0	0	0	0	0	0	0	0	2			^Right foot smashed by quickly descending fist.
ucs_jab	right_leg	10	16	prone	0	5	0	0	0	0	1	0	0	0	2			^Right knee smashed into pieces.
ucs_jab	right_leg	11	19	prone	0	6	0	0	0	0	1	0	0	0	2			^Fantastic blow to right leg cracks femur and pushes it out through the skin.
ucs_kick	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Side kick to face barely grazes the chin.
ucs_kick	head	1	6		0	0	0	0	0	0	0	0	0	0	1			^Glancing roundhouse kick lands heel upside .*? face.
ucs_kick	head	2	12		0	2	0	0	0	0	0	0	0	0	1			^Head snaps backward from surprisingly fast kick to the jaw.
ucs_kick	head	3	18		0	3	0	0	0	0	0	0	0	0	1			^Sudden high kick nails .*? just between the eyes.
ucs_kick	head	4	24		0	4	0	0	0	0	0	0	0	0	2			^Flying axe kick seriously rattles .*? noggin.
ucs_kick	head	5	30		0	5	0	0	0	0	0	0	0	0	2			^.*? skull resonates like an ill-tuned drum.
ucs_kick	head	6	36		0	6	0	0	0	0	0	0	0	0	3			^Nose torn off from wheeling hook kick.
ucs_kick	head	7	42		0	7	0	0	0	1	0	0	0	0	3			^Rapid side kick knocks out several teeth.
ucs_kick	head	8	48		1	0	0	0	0	0	0	0	0	0	3			^Brutal head kick flips .*? over.
ucs_kick	head	9	56		1	0	0	0	0	0	0	0	0	0	3			^Knee drives into skull with a horrible .CRUNCH. sound.
ucs_kick	head	10	64		1	0	0	0	0	0	0	0	0	0	3			^Flying roundhouse lands severe blow to the head.
ucs_kick	head	11	72		1	0	0	0	0	0	0	0	0	0	3			^Double spin flying roundhouse shatters skull and turns brain to jelly.
ucs_kick	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^Awkward kick just brushes the throat.
ucs_kick	neck	1	6		0	0	0	0	0	0	0	0	0	0	1			^High kick impacts neck leaving a bruise.
ucs_kick	neck	2	12		0	2	0	0	0	0	0	0	0	0	1			^Arcing butterfly kick to the throat looks fancy, but does little injury.
ucs_kick	neck	3	18		0	3	0	0	0	0	0	0	0	0	1			^Swift high kick lands a solid blow to .*? neck.
ucs_kick	neck	4	24	sitting	0	4	0	0	0	0	0	0	0	0	2			^Descending axe kick strikes base of neck, staggering .*?.
ucs_kick	neck	5	30		0	5	0	0	0	0	0	0	1	0	2			^Rising hook kick catches .*? solidly in the throat, leading to gagging.
ucs_kick	neck	6	36	sitting	0	6	0	0	0	0	0	0	0	0	2			^Rapid scissor kick catches neck and pulls .*? off\-balance.
ucs_kick	neck	7	42		0	7	0	0	0	1	0	0	0	0	3			^Rapidly moving foot crushes the windpipe.
ucs_kick	neck	8	48		1	0	0	0	0	0	0	0	0	0	3			^Tremendous side kick snaps neck instantly.
ucs_kick	neck	9	54		1	0	0	0	0	0	0	0	0	0	3			^High flying kick drives toe deep into the neck, cutting off blood and air simultaneously.
ucs_kick	neck	10	60		1	0	0	0	0	0	0	0	0	0	3			^Reverse roundhouse impacts base of neck, driving upper spine through the throat.
ucs_kick	neck	11	66		1	0	0	0	0	0	0	0	0	0	3			^Magnificent rising side kick smashes through .*? neck, removing .*? head from .*? body.
ucs_kick	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^High kick connects just above left eye, ruffling the eyebrow.
ucs_kick	left_eye	1	6		0	0	0	0	0	0	0	0	0	0	1			^Sharp upward kick bruises left eye.
ucs_kick	left_eye	2	12		0	1	0	0	0	0	0	0	0	0	1			^Front kick catches .*? below the left eye, blackening it.
ucs_kick	left_eye	3	18		0	2	0	0	0	0	0	0	0	0	1			^High butterfly kick impacts left eye and rocks .*? back.
ucs_kick	left_eye	4	24		0	3	0	0	0	0	0	0	0	0	2			^Side kick slams into left side of head, damaging the eye.
ucs_kick	left_eye	5	30		0	4	0	0	0	0	0	0	0	0	2			^Hooking kick to left eye dazes .*?.
ucs_kick	left_eye	6	36		0	6	0	0	0	0	0	0	0	0	2			^High arcing kick causes severe swelling over the left eye.
ucs_kick	left_eye	7	42	prone	0	8	0	0	1	0	0	0	0	0	3			^Descending axe kick impacts just above left eye, knocking the living daylights out of .*?.
ucs_kick	left_eye	8	48		1	0	0	0	0	0	0	0	0	0	3	head	1	^Swift roundhouse to left eye cracks the socket.
ucs_kick	left_eye	9	56		1	0	0	0	0	0	0	0	0	0	3	head	2	^Flying axe kick smashes left eye out of head, pulling bits of brain matter with it.
ucs_kick	left_eye	10	64		1	0	0	0	0	0	0	0	0	0	3	head	3	^Magnificent reverse roundhouse drives heel of foot into .*? head through the left eye socket.
ucs_kick	left_eye	11	72		1	0	0	0	0	0	0	0	0	0	3	head	3	^Spinning aerial kick removes left eye from head, and head from body.
ucs_kick	right_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^High kick connects just above right eye, ruffling the eyebrow.
ucs_kick	right_eye	1	6		0	0	0	0	0	0	0	0	0	0	1			^Sharp upward kick bruises right eye.
ucs_kick	right_eye	2	12		0	1	0	0	0	0	0	0	0	0	1			^Front kick catches .*? below the right eye, blackening it.
ucs_kick	right_eye	3	18		0	2	0	0	0	0	0	0	0	0	1			^High butterfly kick impacts right eye and rocks .*? back.
ucs_kick	right_eye	4	24		0	3	0	0	0	0	0	0	0	0	2			^Side kick slams into right side of head, damaging the eye.
ucs_kick	right_eye	5	30		0	4	0	0	0	0	0	0	0	0	2			^Hooking kick to right eye dazes .*?.
ucs_kick	right_eye	6	36		0	6	0	0	0	0	0	0	0	0	2			^High arcing kick causes severe swelling over the right eye.
ucs_kick	right_eye	7	42	prone	0	8	0	0	1	0	0	0	0	0	3			^Descending axe kick impacts just above right eye, knocking the living daylights out of .*?.
ucs_kick	right_eye	8	48		1	0	0	0	0	0	0	0	0	0	3	head	1	^Swift roundhouse to right eye cracks the socket.
ucs_kick	right_eye	9	56		1	0	0	0	0	0	0	0	0	0	3	head	2	^Flying axe kick smashes right eye out of head, pulling bits of brain matter with it.
ucs_kick	right_eye	10	64		1	0	0	0	0	0	0	0	0	0	3	head	3	^Magnificent reverse roundhouse drives heel of foot into .*? head through the right eye socket.
ucs_kick	right_eye	11	72		1	0	0	0	0	0	0	0	0	0	3	head	3	^Spinning aerial kick removes right eye from head, and head from body.
ucs_kick	chest	0	0		0	0	0	0	0	0	0	0	0	0	0			^Fast kick to chest doesn't even make .*? blink.
ucs_kick	chest	1	8		0	0	0	0	0	0	0	0	0	0	1			^Rapid kick to the chest connects with a dull .THUD..
ucs_kick	chest	2	16		0	2	0	0	0	0	0	0	0	0	1			^Leaping butterfly kick to the chest forces .*? backwards.
ucs_kick	chest	3	24		0	3	0	0	0	0	0	0	0	0	1			^Solid front kick causes heart to skip wildly for a moment.
ucs_kick	chest	4	32		0	4	0	0	0	0	0	0	0	0	1			^Feint to left leaves opening for a solid front kick to the chest.
ucs_kick	chest	5	40		0	5	0	0	0	0	0	0	0	0	2			^Sweeping side kick brings full weight to land against .*? chest.
ucs_kick	chest	6	48		0	6	0	0	0	0	0	0	0	0	2			^Flying kick impacts center of chest.
ucs_kick	chest	7	56		0	8	0	0	0	0	0	0	0	0	3			^Quickly descending axe kick shatters several ribs.
ucs_kick	chest	8	64		1	0	0	0	0	0	0	0	0	0	3			^Strong roundhouse penetrates the chest.
ucs_kick	chest	9	72		1	0	0	0	0	0	0	0	0	0	3	back	2	^Perfectly targeted flying kick drives foot through center of chest.
ucs_kick	chest	10	80		1	0	0	0	0	0	0	0	0	0	3	back	3	^Rapid spin brings leg around with immense power, caving in .*? entire torso in the process.
ucs_kick	chest	11	88		1	0	0	0	0	0	0	0	0	0	3	back	2	^Devastating reverse roundhouse sends .*? flying, only to land in a crumpled heap.
ucs_kick	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Light kick to abdomen doesn't do any significant damage.
ucs_kick	abdomen	1	8		0	0	0	0	0	0	0	0	0	0	1			^Quick kick to abdomen.
ucs_kick	abdomen	2	16		0	1	0	0	0	0	0	0	0	0	1			^Swift kick to side jars .*? momentarily.
ucs_kick	abdomen	3	24		0	2	0	0	0	0	0	2	0	0	1			^Rotating kick catches .*? in the pit of the stomach.
ucs_kick	abdomen	4	32	sitting	0	3	0	0	0	0	0	0	0	0	1			^Sharp kick to the side puts .*? off\-balance.
ucs_kick	abdomen	5	40		0	4	0	0	0	0	0	5	0	0	2			^Front kick to midsection doubles .*? over.
ucs_kick	abdomen	6	48		0	5	0	0	0	0	0	0	0	0	2			^Well executed roundhouse knocks .*? back.
ucs_kick	abdomen	7	56	prone	0	6	0	0	0	0	0	0	0	0	3			^Strong kick to gut knocks .*? back a few feet.
ucs_kick	abdomen	8	64		1	0	0	0	0	0	0	0	0	0	3			^Well\-aimed hook kick strikes a vital spot in the abdomen... from the inside.
ucs_kick	abdomen	9	72		1	0	0	0	0	0	0	0	0	0	3			^Powerful front kick connects with a sickening .CRUNCH., shattering bones and rupturing internal organs.
ucs_kick	abdomen	10	80		1	0	0	0	0	0	0	0	0	0	3	back	2	^Reverse roundhouse drives through abdomen, stopping only when it encounters the spine.
ucs_kick	abdomen	11	88		1	0	0	0	0	0	0	0	0	0	3	back	3	^Amazing kick goes through abdomen without slowing, sending stomach flying out through the back.
ucs_kick	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Poorly\-executed kick impacts the back with no real force.
ucs_kick	back	1	8		0	0	0	0	0	0	0	0	0	0	1			^Kick to lower back leaves a minor bruise.
ucs_kick	back	2	16		0	0	0	0	0	0	0	0	0	0	1			^Jumping butterfly kick connects squarely with upper back.
ucs_kick	back	3	24		0	2	0	0	0	0	0	0	0	0	1			^Solid kick impacts .*? back.
ucs_kick	back	4	32		0	3	0	0	0	0	0	5	0	0	1			^Square kick to back knocks the wind out of .*?.
ucs_kick	back	5	40		0	4	0	0	0	0	0	0	0	0	2			^Hooking kick connects with .*? side, injuring back.
ucs_kick	back	6	48	kneeling	0	5	0	0	0	0	0	0	0	0	2			^Flawless roundhouse to the back forces .*? to stumble forward.
ucs_kick	back	7	56	prone	0	6	0	0	0	0	0	0	0	0	3			^Fluid move followed by a leaping kick to back.
ucs_kick	back	8	64		0	7	0	0	0	0	0	0	0	0	3			^.*? attempts to evade, but moves directly into the path of a flying kick.
ucs_kick	back	9	72		0	8	0	0	0	0	0	0	0	0	3			^Flying kick shatters spine in multiple places.
ucs_kick	back	10	80		1	0	0	0	0	0	0	0	0	0	3	chest	3	^Shattering kick to spine sends .*? flying through the air, already fully limp.
ucs_kick	back	11	88		1	0	0	0	0	0	0	0	0	0	3	abdomen	3	^Reverse roundhouse punches through back, organs, and out through the stomach.
ucs_kick	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Snap kick to elbow falls just short, barely impacting the arm.
ucs_kick	left_arm	1	5		0	0	0	0	0	0	0	0	0	0	1			^Front kick catches .*? left forearm, leaving a bruise.
ucs_kick	left_arm	2	10		0	1	0	0	0	0	0	0	0	0	1			^Butterfly kick looks impressive, but impact to left forearm only pushes .*? back a bit.
ucs_kick	left_arm	3	15		0	2	0	0	0	0	0	0	0	0	1			^Sudden kick to left elbow bends joint the wrong way.
ucs_kick	left_arm	4	20		0	3	0	0	0	0	0	0	0	0	2			^Leaping kick smashes into left shoulder.
ucs_kick	left_arm	5	25		0	4	0	0	0	0	0	0	0	0	2			^Hard kick to upper arm tears several muscles.
ucs_kick	left_arm	6	30	prone	0	5	0	0	0	0	0	0	0	0	2			^Tumbling scissor kick traps left arm and yanks it down hard.
ucs_kick	left_arm	7	35		0	5	0	0	0	0	1	0	0	0	2			^Fast\-descending axe kick cracks collarbone and numbs left arm.
ucs_kick	left_arm	8	40		0	7	1	0	0	0	0	0	0	0	3			^Powerful roundhouse kick catches .*? under the left armpit and continues through.
ucs_kick	left_arm	9	45		0	8	1	0	0	0	0	0	0	0	3			^Jump kick lands heavily against upper left arm, crushing the humerus.
ucs_kick	left_arm	10	50		0	9	1	0	0	0	0	0	0	0	3			^Reverse roundhouse removes left forearm at the elbow.
ucs_kick	left_arm	11	55	prone	0	10	1	0	0	0	0	0	0	0	3			^Flying axe kick brings full weight to bear on .*? left shoulder, ripping it from .*? socket.
ucs_kick	right_arm	1	5		0	0	0	0	0	0	0	0	0	0	1			^Front kick catches .*? right forearm, leaving a bruise.
ucs_kick	right_arm	2	10		0	1	0	0	0	0	0	0	0	0	1			^Butterfly kick looks impressive, but impact to right forearm only pushes .*? back a bit.
ucs_kick	right_arm	3	15		0	2	0	0	0	0	0	0	0	0	1			^Sudden kick to right elbow bends joint the wrong way.
ucs_kick	right_arm	4	20		0	3	0	0	0	0	0	0	0	0	2			^Leaping kick smashes into right shoulder.
ucs_kick	right_arm	6	30	prone	0	5	0	0	0	0	0	0	0	0	2			^Tumbling scissor kick traps right arm and yanks it down hard.
ucs_kick	right_arm	7	35		0	5	0	0	0	0	1	0	0	0	2			^Fast\-descending axe kick cracks collarbone and numbs right arm.
ucs_kick	right_arm	8	40	prone	0	6	0	0	0	0	0	0	0	0	3			^Powerful roundhouse kick catches .*? under the right armpit and continues through.
ucs_kick	right_arm	9	45		0	8	0	0	0	0	0	0	0	0	3			^Jump kick lands heavily against upper right arm, crushing the humerus.
ucs_kick	right_arm	10	50		0	9	0	0	0	0	0	0	0	0	3			^Reverse roundhouse removes right forearm at the elbow.
ucs_kick	right_arm	11	55	prone	0	10	0	0	0	0	0	0	0	0	3			^Flying axe kick brings full weight to bear on .*? right shoulder, ripping it from .*? socket.
ucs_kick	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Clumsy kick connects with .*? left fist, not even bruising the knuckles.
ucs_kick	left_hand	1	4		0	0	0	0	0	0	0	0	0	0	1			^Front kick connects with left wrist, knocking the hand back.
ucs_kick	left_hand	2	8		0	1	0	0	0	0	0	0	0	0	1			^Butterfly kick takes .*? by surprise, landing suddenly on the left hand.
ucs_kick	left_hand	3	12		0	2	0	0	0	0	0	0	0	0	1			^Diversion to the right suddenly turns into a kick to the left, crushing fingers on the hand.
ucs_kick	left_hand	4	16		0	3	0	0	0	0	1	0	0	0	1			^Snap kick to chest suddenly shifts to left hand, driving it far sideways.
ucs_kick	left_hand	5	20		0	4	0	0	0	0	0	0	0	0	2			^Heel of (?:right|left) foot meets heel of left hand.
ucs_kick	left_hand	6	24	kneeling	0	5	0	0	0	0	0	0	0	0	2			^Flying scissor kick traps left hand and drags it down hard.
ucs_kick	left_hand	7	28		0	6	0	0	0	0	1	0	0	0	2			^Axe kick drops rapidly, handily smashing the left wrist.
ucs_kick	left_hand	8	32		0	7	1	0	0	0	0	0	0	0	3			^Quick flying kick utterly shatters the left wrist.
ucs_kick	left_hand	9	36		0	8	1	0	0	0	0	0	0	0	3			^Wrist snaps and leaves left hand dangling like a limp noodle
ucs_kick	left_hand	10	40	prone	0	9	1	0	0	0	0	0	0	0	3			^Awesome reverse roundhouse takes off .*? left hand and sends .*? sprawling.
ucs_kick	left_hand	11	44	prone	0	10	1	0	0	0	0	0	0	0	3			^Left hand caught between descending heel and the ground.
ucs_kick	right_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Clumsy kick connects with .*? right fist, not even bruising the knuckles.
ucs_kick	right_hand	1	4		0	0	0	0	0	0	0	0	0	0	1			^Front kick connects with right wrist, knocking the hand back.
ucs_kick	right_hand	2	8		0	1	0	0	0	0	0	0	0	0	1			^Butterfly kick takes .*? by surprise, landing suddenly on the right hand.
ucs_kick	right_hand	3	12		0	2	0	0	0	0	0	0	0	0	1			^Diversion to the left suddenly turns into a kick to the right, crushing fingers on the hand.
ucs_kick	right_hand	4	16		0	3	0	0	0	0	1	0	0	0	1			^Snap kick to chest suddenly shifts to right hand, driving it far sideways.
ucs_kick	right_hand	5	20		0	4	0	0	0	0	0	0	0	0	2			^Heel of (?:right|left) foot meets heel of right hand.
ucs_kick	right_hand	6	24	kneeling	0	5	0	0	0	0	0	0	0	0	2			^Flying scissor kick traps right hand and drags it down hard.
ucs_kick	right_hand	7	28		0	6	0	0	0	0	1	0	0	0	2			^Axe kick drops rapidly, handily smashing the right wrist.
ucs_kick	right_hand	8	32		0	7	1	0	0	0	0	0	0	0	3			^Quick flying kick utterly shatters the right wrist.
ucs_kick	right_hand	9	36		0	8	1	0	0	0	0	0	0	0	3			^Wrist snaps and leaves right hand dangling like a limp noodle.
ucs_kick	right_hand	10	40	prone	0	9	1	0	0	0	0	0	0	0	3			^Awesome reverse roundhouse takes off .*? right hand and sends .*? sprawling.
ucs_kick	right_hand	11	44	prone	0	10	1	0	0	0	0	0	0	0	3			^Right hand caught between descending heel and the ground.
ucs_kick	left_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Sudden low kick is off\-target, scraping .*? shin.
ucs_kick	left_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Sharp downward kick leaves a bruise on .*? left leg.
ucs_kick	left_leg	2	10		0	1	0	0	0	0	0	0	0	0	1			^Snap kick to left knee catches .*? by surprise.
ucs_kick	left_leg	3	15	kneeling	0	2	0	0	0	0	0	0	0	0	1			^Front kick catches the left shin, splintering bone.
ucs_kick	left_leg	4	20	kneeling	0	3	0	0	0	0	1	0	0	0	2			^Well\-aimed side kick gives .*? a limp.
ucs_kick	left_leg	5	25	prone	0	4	0	0	0	0	1	0	0	0	2			^Hook kick connects with left thigh, fracturing the hip.
ucs_kick	left_leg	6	30	prone	0	5	0	0	0	0	0	0	0	0	2			^Wheel kick connects with the left leg, tearing into tendons and muscle.
ucs_kick	left_leg	7	35	prone	0	6	0	0	0	0	1	0	0	0	2			^Low axe kick drives into side of left knee, shattering the joint.
ucs_kick	left_leg	8	40	prone	0	7	1	0	0	0	0	0	0	0	3			^Rapid twisting kick deals nasty double strike to lower left leg.
ucs_kick	left_leg	9	45	prone	0	8	1	0	0	0	0	0	0	0	3			^Flying kick connects with left knee and continues through to the other side.
ucs_kick	left_leg	10	50	prone	0	9	1	0	0	0	0	0	0	0	3			^Low reverse roundhouse sends left leg flying faster than the rest of .*?.
ucs_kick	left_leg	11	55	prone	0	10	1	0	0	0	0	0	0	0	3			^Sweeping side kick tears left leg out at hip, sending it flying.
ucs_kick	right_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Sharp downward kick leaves a bruise on .*? right leg.
ucs_kick	right_leg	2	10		0	1	0	0	0	0	0	0	0	0	1			^Snap kick to right knee catches .*? by surprise.
ucs_kick	right_leg	3	15	kneeling	0	2	0	0	0	0	0	0	0	0	1			^Front kick catches the right shin, splintering bone.
ucs_kick	right_leg	4	20	kneeling	0	3	0	0	0	0	1	0	0	0	2			^Well\-aimed side kick gives .*? a limp.
ucs_kick	right_leg	5	25	prone	0	4	0	0	0	0	1	0	0	0	2			^Hook kick connects with right thigh, fracturing the hip.
ucs_kick	right_leg	6	30	prone	0	5	0	0	0	0	0	0	0	0	2			^Wheel kick connects with the right leg, tearing into tendons and muscle.
ucs_kick	right_leg	7	35	prone	0	6	0	0	0	0	1	0	0	0	2			^Low axe kick drives into side of right knee, shattering the joint.
ucs_kick	right_leg	8	40	prone	0	7	1	0	0	0	0	0	0	0	3			^Rapid twisting kick deals nasty double strike to lower right leg.
ucs_kick	right_leg	9	45	prone	0	8	1	0	0	0	0	0	0	0	3			^Flying kick connects with right knee and continues through to the other side.
ucs_kick	right_leg	10	50	prone	0	9	1	0	0	0	0	0	0	0	3			^Low reverse roundhouse sends right leg flying faster than the rest of .*?.
ucs_kick	right_leg	11	55	prone	0	10	1	0	0	0	0	0	0	0	3			^Sweeping side kick tears right leg out at hip, sending it flying.
ucs_punch	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Strike comes up short, barely brushing the cheek.
ucs_punch	head	1	4		0	0	0	0	0	0	0	0	0	0	1			^Glancing blow to the ear.
ucs_punch	head	2	8		0	1	0	0	0	0	0	0	0	0	1			^Hard punch to the jaw momentarily dazes .*?.
ucs_punch	head	3	12		0	2	0	0	0	0	0	0	0	0	1			^Straight strike to face.
ucs_punch	head	4	16		0	4	0	0	0	0	0	0	1	0	2			^Sucker punch to the chin.
ucs_punch	head	5	20		0	5	0	0	0	0	0	0	0	0	2			^Spinning backfist snaps .*? head to the side.
ucs_punch	head	6	25		0	6	0	0	0	0	0	0	1	0	2			^Solid blow to the jaw leaves .*? spitting blood... and teeth.
ucs_punch	head	7	30	kneeling	0	8	0	0	0	1	0	0	0	0	1			^Strong downward swing staggers .*? and dents skull.
ucs_punch	head	8	35		1	0	0	0	0	0	0	0	0	0	3			^Palm strike to face drives nose straight into brain.
ucs_punch	head	9	40		1	0	0	0	0	0	0	0	0	0	3			^Awesome punch to forehead snaps head straight back with a sickening CRUNCH.
ucs_punch	head	10	45		1	0	0	0	0	0	0	0	0	0	3			^Teeth knocked out... through the back of .*? head.
ucs_punch	head	11	50		1	0	0	0	0	0	0	0	0	0	3	both_eyes	2	^Explosive punch to the face leaves little else than a pulpy mass of blood, bone, and brain matter.
ucs_punch	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^.*? twists around and the blow only grazes the neck.
ucs_punch	neck	1	4		0	0	0	0	0	0	0	0	0	0	1			^Fast but ineffective punch to the side of .*? neck.
ucs_punch	neck	2	8		0	2	0	0	0	0	0	0	0	0	1			^Sudden swing snaps .*? head around, but results in little more than a case of whiplash.
ucs_punch	neck	3	12		0	3	0	0	0	0	0	0	0	0	1			^Shallow cut across side of neck distracts .*? but draws little blood.
ucs_punch	neck	4	16		0	4	0	0	0	0	0	0	0	0	1			^Wild swing connects with .*? neck and leaves a nasty bruise.
ucs_punch	neck	5	20		0	4	0	0	0	0	0	0	1	0	2			^Fast backfist connects with trachea, making .*? gasp for breath.
ucs_punch	neck	6	24		0	6	0	0	0	0	0	0	0	0	2			^Swift strike to the throat.
ucs_punch	neck	7	28		0	6	0	0	0	1	0	0	0	0	3			^Larynx crushed.
ucs_punch	neck	8	32		0	8	0	0	0	1	0	0	1	0	3			^Uppercut compresses the diaphragm.
ucs_punch	neck	9	36		1	0	0	0	0	0	0	0	0	0	3			^Jugular severed by quick crossover punch.
ucs_punch	neck	10	40		1	0	0	0	0	0	0	0	0	0	3			^Carotid artery crushed by strong blow to neck.
ucs_punch	neck	11	45		1	0	0	0	0	0	0	0	0	0	3	back	2	^Spine severed by brutal strike to the back of the neck.
ucs_punch	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Quick tap to the eye doesn't even leave a mark.
ucs_punch	left_eye	1	4		0	0	0	0	0	0	0	0	0	0	1			^Fist barely grazes the eye.
ucs_punch	left_eye	2	8		0	2	0	0	0	0	0	0	0	0	1			^What starts off as a good strike to the left eye lands badly, leaving only an ugly bruise.
ucs_punch	left_eye	3	12		0	3	0	0	0	0	0	0	0	0	1			^Heel of hand impacts left eye, causing immediate swelling.
ucs_punch	left_eye	4	16		0	4	0	0	0	0	0	0	0	0	2			^Left eyebrow cut open by a solid strike.
ucs_punch	left_eye	5	20		0	5	0	0	0	0	0	0	0	1	2			^Backfist slams into the left eye, immediately blurring .*? vision.
ucs_punch	left_eye	6	25		0	6	0	0	0	0	0	0	0	0	2			^Wild swing lands solidly on .*? left eye.
ucs_punch	left_eye	7	30		0	8	0	0	0	0	0	0	0	0	3			^Powerful uppercut crushes left eye like jelly.
ucs_punch	left_eye	8	35		1	0	0	0	0	0	0	0	0	0	3	head	2	^Stiffened fingers punch right through left eye and into the head.
ucs_punch	left_eye	9	40		1	0	0	0	0	0	0	0	0	0	3			^Stiff crossover punch drives through left eye like it isn't even there.
ucs_punch	left_eye	10	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Lightning\-fast punch pushes left eye deep into skull.
ucs_punch	left_eye	11	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Powerful descending side\-hand strike drives both eyes deep into brain.
ucs_punch	right_eye	2	8		0	2	0	0	0	0	0	0	0	0	1			^What starts off as a good strike to the right eye lands badly, leaving only an ugly bruise.
ucs_punch	right_eye	3	12		0	3	0	0	0	0	0	0	0	0	1			^Heel of hand impacts right eye, causing immediate swelling.
ucs_punch	right_eye	4	16		0	4	0	0	0	0	0	0	0	0	2			^Right eyebrow cut open by a solid strike.
ucs_punch	right_eye	5	20		0	5	0	0	0	0	0	0	0	1	2			^Backfist slams into the right eye, immediately blurring .*? vision.
ucs_punch	right_eye	6	25		0	6	0	0	0	0	0	0	0	0	2			^Wild swing lands solidly on .*? right eye.
ucs_punch	right_eye	7	30		0	8	0	0	0	0	0	0	0	0	3			^Powerful uppercut crushes right eye like jelly.
ucs_punch	right_eye	8	35		1	0	0	0	0	0	0	0	0	0	3	head	2	^Stiffened fingers punch right through right eye and into the head.
ucs_punch	right_eye	9	40		1	0	0	0	0	0	0	0	0	0	3			^Stiff crossover punch drives through right eye like it isn't even there.
ucs_punch	right_eye	10	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Lightning\-fast punch pushes right eye deep into skull.
ucs_punch	chest	0	0		0	0	0	0	0	0	0	0	0	0	0			^Pathetic strike to chest.
ucs_punch	chest	1	5		0	0	0	0	0	0	0	0	0	0	1			^Weak strike to chest makes .*? grunt, but nothing else.
ucs_punch	chest	2	10		0	0	0	0	0	0	0	0	0	0	1			^Strike to chest leaves a bruise.
ucs_punch	chest	3	15		0	1	0	0	0	0	0	0	0	0	1			^Rib shot.
ucs_punch	chest	4	20		0	2	0	0	0	0	0	0	0	0	1			^Uppercut to solar plexus.
ucs_punch	chest	5	25		0	3	0	0	0	0	0	5	0	0	2			^Quick strike to sternum makes .*? gasp for air.
ucs_punch	chest	6	30		0	4	0	0	0	0	0	0	0	0	2			^.*? gasps as a rib breaks.
ucs_punch	chest	7	35		0	5	0	0	0	0	0	0	0	0	2			^Swift descending strike drives a rib into a lung.
ucs_punch	chest	8	40		0	6	0	0	0	0	0	10	0	0	3			^Sudden impact to chest.
ucs_punch	chest	9	45		0	8	0	0	0	0	0	0	0	0	3			^Fist drives through ribs and into chest.
ucs_punch	chest	10	50		1	0	0	0	0	0	0	0	0	0	3			^Massive descending punch shatters rib cage, causing corresponding massive internal damage.
ucs_punch	chest	11	55		1	0	0	0	0	0	0	0	0	0	3			^Awesome spear hand strike penetrates solar plexus and ruptures the heart.
ucs_punch	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Light punch to stomach tickles slightly, but .*? doesn't look amused.
ucs_punch	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	1			^Slap across the belly (?:doesn't|barely) leaves? a mark.
ucs_punch	abdomen	2	10		0	0	0	0	0	0	0	2	0	0	1			^Swift blow to gut causes .*? to gasp, and leaves behind a light bruise.
ucs_punch	abdomen	3	15		0	2	0	0	0	0	0	0	0	0	1			^Hard, swift strike to the side of the abdomen, but no major damage.
ucs_punch	abdomen	4	20		0	3	0	0	0	0	0	0	0	0	1			^Sinking strike to the gut.
ucs_punch	abdomen	5	25		0	4	0	0	0	0	0	0	0	0	2			^Spinning backfist bruises internal organs.
ucs_punch	abdomen	6	30		0	4	0	0	0	0	0	10	0	0	2			^Cross punch to abdomen drives breath out with a WHOOF.
ucs_punch	abdomen	7	35		0	5	0	0	0	0	0	0	0	0	2			^Punishing strike to the stomach.
ucs_punch	abdomen	8	40		0	6	0	0	0	0	0	0	0	0	3			^Fast hooking punch tears a ragged gash across the abdomen.
ucs_punch	abdomen	9	45		1	0	0	0	0	0	0	0	0	0	3			^Hard strike to abdomen nearly reaches the spine.
ucs_punch	abdomen	10	50		1	0	0	0	0	0	0	0	0	0	3	back	2	^Overhand descending smash punches stomach and intestines out of .*? body.
